# 气象站 北京, 中国, WMO_ID=54511，选择从 01.01.2022 至 21.07.2022, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=54511&lang=cn
#
"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.07.2022 08:00";"25.1";"751.3";"754.3";"0.0";"81";"从东北偏东方向吹来的风";"2";"";"3";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.6";"27.7";"";"";"2500或更高，或无云。";"";"";"12.0";"21.6";"无降水";"12";"";"";"";"";
"11.07.2022 05:00";"19.9";"751.3";"754.2";"0.2";"100";"从西南方吹来的风";"0";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"19.5";"27.7";"";"";"2500或更高，或无云。";"";"";"7.0";"19.9";"无降水";"12";"";"";"";"";
"11.07.2022 02:00";"20.1";"751.1";"754.0";"-0.4";"100";"从北方吹来的风";"0";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"27.7";"";"";"2500或更高，或无云。";"";"";"10.0";"20.1";"无降水";"12";"";"";"";"";
"10.07.2022 23:00";"22.2";"751.5";"754.5";"1.3";"92";"从西南偏南方向吹来的风";"0";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"19.5";"29.2";"";"";"2500或更高，或无云。";"";"";"23.0";"20.8";"无降水";"12";"";"";"";"";
"10.07.2022 20:00";"24.5";"750.2";"753.1";"0.2";"69";"从东南偏南方向吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"30.0";"";"";"2500或更高，或无云。";"";"";"26.0";"18.4";"1.0";"12";"";"";"";"";
"10.07.2022 17:00";"27.4";"750.0";"752.9";"-1.3";"57";"从东南偏南方向吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"32.0";"";"";"2500或更高，或无云。";"";"";"30.0";"18.1";"18.0";"12";"";"";"";"";
"10.07.2022 14:00";"23.9";"751.3";"754.3";"-0.8";"91";"从西南偏南方向吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"";"";"";"1500-2000";"";"";"22.0";"22.3";"26.0";"12";"";"";"";"";
"10.07.2022 11:00";"21.8";"752.1";"755.0";"0.3";"100";"从东方吹来的风";"1";"";"7";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"35.1";"";"";"1500-2000";"";"";"21.0";"21.8";"29.0";"12";"";"";"";"";
"10.07.2022 08:00";"19.9";"751.8";"754.7";"1.0";"100";"从东北偏北方向吹来的风";"1";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"35.1";"";"";"1500-2000";"";"";"3.8";"19.9";"27.0";"12";"";"";"";"";
"10.07.2022 05:00";"20.6";"750.8";"753.7";"-0.7";"100";"从北方吹来的风";"1";"";"7";"";"间歇性雨，不冻，在观测时中度 ";"";"";"20.6";"35.1";"";"";"600-1000";"";"";"4.5";"20.6";"11.0";"12";"";"";"";"";
"10.07.2022 02:00";"22.1";"751.5";"754.4";"2.3";"91";"从西方吹来的风";"3";"";"7";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.1";"35.1";"";"";"600-1000";"";"";"12.0";"20.6";"2.0";"12";"";"";"";"";
"09.07.2022 23:00";"29.2";"749.2";"752.0";"0.4";"44";"从西北偏西方向吹来的风";"2";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"24.4";"35.1";"";"";"2500或更高，或无云。";"";"";"25.0";"15.7";"无降水";"12";"";"";"";"";
"09.07.2022 20:00";"29.7";"748.8";"751.6";"0.3";"45";"从西南偏西方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.4";"35.1";"";"";"2500或更高，或无云。";"";"";"25.0";"16.5";"无降水";"12";"";"";"";"";
"09.07.2022 17:00";"32.0";"748.5";"751.3";"-0.3";"41";"从西南方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.4";"35.1";"";"";"2500或更高，或无云。";"";"";"30.0";"17.1";"无降水";"12";"";"";"";"";
"09.07.2022 14:00";"34.3";"748.8";"751.6";"-0.6";"24";"从东北偏北方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.4";"35.1";"";"";"2500或更高，或无云。";"";"";"30.0";"10.8";"无降水";"12";"";"";"";"";
"09.07.2022 11:00";"33.6";"749.4";"752.2";"0.2";"33";"从东北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.4";"34.7";"";"";"2500或更高，或无云。";"";"";"30.0";"15.1";"无降水";"12";"";"";"";"";
"09.07.2022 08:00";"29.9";"749.2";"752.0";"1.2";"50";"从东北方吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.4";"34.7";"";"";"2500或更高，或无云。";"";"";"29.0";"18.4";"无降水";"12";"";"";"";"";
"09.07.2022 05:00";"25.9";"748.0";"750.9";"0.4";"76";"从东北偏北方向吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"24.4";"34.7";"";"";"2500或更高，或无云。";"";"";"25.0";"21.3";"无降水";"12";"";"";"";"";
"09.07.2022 02:00";"25.9";"747.6";"750.4";"0.2";"95";"从北方吹来的风";"0";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.3";"34.7";"";"";"2500或更高，或无云。";"";"";"13.0";"25.0";"无降水";"12";"";"";"";"";
"08.07.2022 23:00";"27.7";"747.4";"750.3";"0.5";"89";"从东北偏北方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"25.3";"34.7";"";"";"2500或更高，或无云。";"";"";"12.0";"25.7";"无降水";"12";"";"";"";"";
"08.07.2022 20:00";"31.3";"746.9";"749.8";"0.4";"67";"从西南方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.3";"34.7";"";"";"2500或更高，或无云。";"";"";"13.0";"24.4";"无降水";"12";"";"";"";"";
"08.07.2022 17:00";"33.9";"746.5";"749.4";"-0.4";"46";"从东方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.3";"35.9";"";"";"2500或更高，或无云。";"";"";"23.0";"20.7";"无降水";"12";"";"";"";"";
"08.07.2022 14:00";"34.3";"746.9";"749.8";"-0.8";"42";"从东北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.3";"36.3";"";"";"2500或更高，或无云。";"";"";"24.0";"19.5";"无降水";"12";"";"";"";"";
"08.07.2022 11:00";"32.3";"747.7";"750.6";"-0.9";"50";"从东北方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.3";"36.3";"";"";"2500或更高，或无云。";"";"";"16.0";"20.6";"无降水";"12";"";"";"";"";
"08.07.2022 08:00";"28.9";"748.6";"751.4";"0.7";"77";"从东北偏北方向吹来的风";"2";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.3";"36.3";"";"";"2500或更高，或无云。";"";"";"5.0";"24.5";"无降水";"12";"";"";"";"";
"08.07.2022 05:00";"25.5";"747.9";"750.7";"0.7";"89";"从东北偏北方向吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"22.2";"36.3";"";"";"2500或更高，或无云。";"";"";"14.0";"23.6";"无降水";"12";"";"";"";"";
"08.07.2022 02:00";"27.8";"747.2";"750.1";"-0.5";"66";"从南方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.2";"36.3";"";"";"2500或更高，或无云。";"";"";"24.0";"20.9";"无降水";"12";"";"";"";"";
"07.07.2022 23:00";"28.8";"747.7";"750.5";"0.3";"61";"从西南偏南方向吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"22.2";"36.3";"";"";"2500或更高，或无云。";"";"";"25.0";"20.5";"无降水";"12";"";"";"";"";
"07.07.2022 20:00";"32.2";"747.4";"750.3";"0.1";"50";"从南方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.2";"36.3";"";"";"2500或更高，或无云。";"";"";"26.0";"20.5";"无降水";"12";"";"";"";"";
"07.07.2022 17:00";"35.8";"747.3";"750.1";"-0.4";"33";"从西南方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.2";"36.3";"";"";"2500或更高，或无云。";"";"";"30.0";"17.0";"无降水";"12";"";"";"";"";
"07.07.2022 14:00";"35.8";"747.7";"750.6";"-0.8";"29";"从西南方吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.2";"35.8";"";"";"2500或更高，或无云。";"";"";"30.0";"15.0";"无降水";"12";"";"";"";"";
"07.07.2022 11:00";"32.1";"748.5";"751.4";"-0.4";"48";"从西方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.2";"32.1";"";"";"2500或更高，或无云。";"";"";"26.0";"19.7";"无降水";"12";"";"";"";"";
"07.07.2022 08:00";"27.5";"748.9";"751.9";"0.3";"85";"从东北方吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.2";"30.4";"";"";"2500或更高，或无云。";"";"";"13.0";"24.8";"无降水";"12";"";"";"";"";
"07.07.2022 05:00";"22.4";"748.6";"751.5";"0.3";"100";"从西方吹来的风";"1";"";"3";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"22.3";"30.4";"";"";"2500或更高，或无云。";"";"";"8.0";"22.4";"无降水";"12";"";"";"";"";
"07.07.2022 02:00";"23.0";"748.3";"751.2";"-0.2";"100";"从西南偏西方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.7";"30.4";"";"";"2500或更高，或无云。";"";"";"8.0";"23.0";"无降水";"12";"";"";"";"";
"06.07.2022 23:00";"24.7";"748.5";"751.4";"0.5";"100";"从西南偏南方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"22.7";"30.4";"";"";"2500或更高，或无云。";"";"";"18.0";"24.7";"无降水";"12";"";"";"";"";
"06.07.2022 20:00";"27.5";"748.0";"750.9";"0.3";"83";"从东南方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.7";"30.4";"";"";"2500或更高，或无云。";"";"";"22.0";"24.4";"无降水";"12";"";"";"";"";
"06.07.2022 17:00";"30.2";"747.7";"750.7";"-0.6";"58";"从东方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.7";"30.4";"";"";"1000-1500";"";"";"28.0";"21.0";"2.0";"12";"";"";"";"";
"06.07.2022 14:00";"29.0";"748.3";"751.3";"-0.9";"71";"从东北方吹来的风";"3";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.7";"32.6";"";"";"600-1000";"";"";"28.0";"23.2";"4.0";"12";"";"";"";"";
"06.07.2022 11:00";"25.9";"749.2";"752.1";"-0.1";"95";"从东方吹来的风";"3";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.7";"";"";"";"2500或更高，或无云。";"";"";"17.0";"25.0";"5.0";"12";"";"";"";"";
"06.07.2022 08:00";"23.8";"749.3";"752.2";"0.5";"100";"从东北偏东方向吹来的风";"1";"";"";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.7";"";"";"";"600-1000";"";"";"12.0";"23.8";"5.0";"12";"";"";"";"";
"06.07.2022 05:00";"22.8";"748.8";"751.7";"0.2";"100";"从东北偏北方向吹来的风";"1";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"22.7";"";"";"";"300-600";"";"";"6.0";"22.8";"3.0";"12";"";"";"";"";
"06.07.2022 02:00";"23.8";"748.6";"751.6";"-0.7";"100";"从东北偏北方向吹来的风";"2";"";"9";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.8";"32.9";"";"";"600-1000";"";"";"8.0";"23.8";"1.0";"12";"";"";"";"";
"05.07.2022 23:00";"24.7";"749.3";"752.2";"0.1";"95";"从东北偏东方向吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"24.6";"32.9";"";"";"600-1000";"";"";"17.0";"23.8";"0.5";"12";"";"";"";"";
"05.07.2022 20:00";"25.3";"749.2";"752.1";"1.2";"86";"从东北偏北方向吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.2";"32.9";"";"";"1000-1500";"";"";"25.0";"22.8";"0.5";"12";"";"";"";"";
"05.07.2022 17:00";"26.3";"748.0";"751.0";"0.5";"100";"从西南方吹来的风";"1";"";"9";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.4";"32.9";"";"";"2500或更高，或无云。";"";"";"4.1";"26.3";"0.5";"12";"";"";"";"";
"05.07.2022 14:00";"32.4";"747.5";"750.4";"-1.4";"66";"从东北偏东方向吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.4";"32.9";"";"";"600-1000";"";"";"6.0";"25.2";"无降水";"12";"";"";"";"";
"05.07.2022 11:00";"30.7";"748.9";"751.7";"";"82";"从西南偏南方向吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"25.4";"30.7";"";"";"300-600";"";"";"3.2";"27.3";"无降水";"6";"";"";"";"";
"05.07.2022 08:00";"26.2";"749.5";"752.4";"0.5";"100";"从东北偏东方向吹来的风";"2";"";"";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.6";"29.8";"";"";"100-200";"";"";"1.4";"26.2";"无降水";"12";"";"";"";"";
"05.07.2022 05:00";"25.5";"749.0";"751.9";"-0.2";"100";"从东北方吹来的风";"2";"";"4";"";"薄雾 ";"";"";"23.4";"29.8";"";"";"100-200";"";"";"1.3";"25.5";"无降水";"12";"";"";"";"";
"05.07.2022 02:00";"26.2";"749.2";"752.2";"-0.3";"100";"从东北偏东方向吹来的风";"2";"";"";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.4";"29.8";"";"";"200-300";"";"";"2.1";"26.2";"无降水";"12";"";"";"";"";
"04.07.2022 23:00";"27.1";"749.5";"752.5";"1.0";"100";"从东方吹来的风";"1";"";"4";"";"薄雾 ";"";"";"23.4";"29.8";"";"";"2500或更高，或无云。";"";"";"3.7";"27.1";"无降水";"12";"";"";"";"";
"04.07.2022 20:00";"27.9";"748.5";"751.4";"0.6";"95";"从东方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.4";"29.8";"";"";"1500-2000";"";"";"8.0";"27.0";"无降水";"12";"";"";"";"";
"04.07.2022 17:00";"29.6";"747.9";"750.8";"-0.6";"80";"从东南方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.4";"29.8";"";"";"600-1000";"";"";"13.0";"25.8";"无降水";"12";"";"";"";"";
"04.07.2022 14:00";"28.3";"748.5";"751.4";"-0.2";"89";"从东方吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.4";"28.5";"";"";"600-1000";"";"";"11.0";"26.3";"无降水";"12";"";"";"";"";
"04.07.2022 11:00";"26.5";"748.7";"751.6";"-0.2";"96";"从东南偏南方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.4";"26.7";"";"";"300-600";"";"";"12.0";"25.8";"4.0";"12";"";"";"";"";
